,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Arxes2,9.92093063032575e-106,-1.11486313685226,0.059,0.484,3.29146715522317e-101
Abhd3,2.02092243076991e-105,-1.41088765127769,0.104,0.552,6.70481434856533e-101
Hmga1,5.60679692790244e-105,1.20859200996916,0.771,0.124,1.86016701677019e-100
Hacd2,9.27049728235129e-105,-2.17128381490218,0.388,0.764,3.07567288336569e-100
Txndc17,1.41127765210515e-104,1.19360663702866,0.892,0.27,4.68219586638926e-100
Mlf1,5.56539749328443e-104,1.16808239516735,0.639,0.005,1.84643192634698e-99
Mfhas1,6.11085104532243e-104,-1.38483645524239,0.112,0.554,2.02739705130662e-99
Nme1,7.51949879729977e-104,1.05884937441799,0.989,0.676,2.49474411598014e-99
Runx1,1.304254407163e-103,1.46523064542877,0.731,0.083,4.3271248466447e-99
Wdr83os,3.9931061091077e-103,1.11448261518525,0.888,0.255,1.32479281381866e-98
Aplp1,6.05432215989411e-103,-1.41234402222024,0.111,0.554,2.00864246298807e-98
Acot7,7.09609508000702e-103,1.10098417860499,0.788,0.144,2.35427146469393e-98
Gabrb1,3.69842711146771e-102,-1.12369792534014,0.026,0.399,1.22702716277164e-97
Cct7,6.516242620152e-102,1.14200204441848,0.953,0.468,2.16189381408783e-97
Pabpc1,6.93254538492417e-102,1.16943649888863,0.95,0.55,2.30001058235629e-97
Hdgf,3.98650690073425e-101,1.38445517811863,0.859,0.356,1.3226033944566e-96
Cntfr,1.04034129750171e-100,-0.936767908825793,0.019,0.378,3.45154032272142e-96
Cadm2,1.09666455858198e-100,-0.94056372191237,0.021,0.383,3.63840400600742e-96
Serpine2,1.22471535568754e-100,-1.62754526269135,0.663,0.854,4.06323813556454e-96
Parp3,1.9026343988512e-100,-1.40407672910037,0.074,0.491,6.31237014506861e-96
Cacybp,2.27107248096087e-100,1.13343864268934,0.862,0.248,7.53473717008388e-96
Msmo1,6.75536348816942e-100,-2.14294437670094,0.766,0.876,2.24122694446997e-95
Gng5,1.67922253746319e-99,1.01011873050923,0.995,0.739,5.57115661254162e-95
Serbp1,2.39240644096914e-99,1.02140034738527,0.984,0.698,7.93728684920332e-95
Gbp3,3.40556069378523e-99,-1.53329196686171,0.071,0.482,1.12986287137712e-94
Arl4c,4.22056231046765e-99,1.35025344190212,0.652,0.041,1.40025595774385e-94
Tpt1,8.67101289596229e-99,1.0172709641381,0.998,0.885,2.87678194849341e-94
Chchd6,9.58566846564532e-99,1.08775096665228,0.726,0.092,3.18023722684715e-94
Stk32a,3.05249316601103e-98,-1.46309539167444,0.084,0.5,1.01272565768748e-93
Son,6.32190614151147e-98,-1.54006465868888,0.884,0.899,2.09741880056926e-93
Ppp1r14b,7.25708620174318e-98,1.67958096963578,0.838,0.381,2.40768348915234e-93
H2az1,2.89899104956035e-97,1.26602599060407,0.937,0.437,9.61798260512636e-93
S1pr1,4.3524845400191e-97,-1.65125436336625,0.287,0.7,1.44402379584214e-92
Nebl,7.71838394933884e-97,-1.39000968757273,0.122,0.547,2.56072824287215e-92
Loxl1,1.49344228353187e-96,-1.32700310476067,0.033,0.401,4.95479346407367e-92
Sec61g,1.89289073938237e-96,1.05646463472235,0.992,0.709,6.28004360604888e-92
Banf1,2.0238161316977e-96,1.10577693859567,0.861,0.277,6.71441478013346e-92
Cyp7b1,5.46243880388585e-96,-0.949229871263159,0.008,0.331,1.81227332196521e-91
Impdh2,5.71332987619584e-96,1.15503358493245,0.901,0.327,1.89551145302549e-91
Mical2,6.70643334070721e-96,-1.10386846735658,0.019,0.363,2.22499338944643e-91
Arhgef26,1.66799996781134e-95,-1.56219895236606,0.191,0.615,5.53392349320767e-91
Pltp,3.34465969974072e-95,1.29060039425328,0.702,0.088,1.10965774858298e-90
Ift43,4.23525478511447e-95,1.09701483239659,0.759,0.133,1.40513048005743e-90
H2-K1,4.37002819770238e-95,-1.80575005209982,0.575,0.82,1.44984425515172e-90
Eif4a1,5.66377917775143e-95,0.902894489941422,0.992,0.867,1.87907201780259e-90
Rps27l,1.71665446666725e-94,1.10130325892011,0.991,0.667,5.69534452406193e-90
Pfdn5,2.39940518076505e-94,1.02419092042434,0.973,0.59,7.96050656822421e-90
Ptges3,4.23539434486394e-94,1.07786681710406,0.945,0.511,1.40517678179551e-89
Itprid2,7.72107544078246e-94,-1.50226785129934,0.171,0.59,2.5616211989884e-89
Fabp5,2.16853788935625e-93,-1.79920191813655,0.465,0.795,7.19455815551724e-89
Usp18,2.84564630852873e-93,-1.11554071731644,0.022,0.365,9.44100075780578e-89
Trmt112,3.12008148343929e-93,1.03471824362857,0.897,0.324,1.03514943376065e-88
Eef1b2,3.75541185072036e-93,1.0715038207329,0.974,0.712,1.24593298971349e-88
mt-Co2,3.8230721378618e-93,-1.2782506512025,0.993,1,1.26838064317841e-88
Pold4,7.69272724388708e-93,1.38662620937944,0.766,0.158,2.55221611770441e-88
Swi5,1.98487888517583e-92,1.09835199577055,0.965,0.516,6.58523267734784e-88
Esd,2.49249430325789e-92,1.1245834485489,0.929,0.453,8.26934834991872e-88
Spint2,3.31392340179949e-92,1.00450626704624,0.596,0.007,1.09946036701502e-87
Kcnip3,7.28361765670812e-92,-0.977236408201243,0.036,0.396,2.41648582996605e-87
Tuba1c,7.49877789910116e-92,1.22213333127813,0.742,0.119,2.48786954358479e-87
Plpp3,9.87473977378486e-92,-1.5640362463481,0.477,0.793,3.2761424147486e-87
Dclk1,1.20202035063062e-91,-1.73240437672238,0.716,0.867,3.9879429172872e-87
Tsc22d3,1.49593217308992e-91,-2.32140153726157,0.243,0.646,4.96305417066042e-87
Mertk,5.29625827093448e-91,-0.969996854769686,0.032,0.383,1.75713960654793e-86
Cmtm5,6.07782189298345e-91,-0.776214266514139,0.005,0.306,2.01643896943512e-86
Slc39a14,7.48361116486442e-91,-1.89134393562768,0.317,0.687,2.48283767616707e-86
Fhad1,1.71450101464773e-90,1.22800067936356,0.753,0.151,5.68820001629679e-86
Ube2s,1.71771538648234e-90,1.04774577688043,0.889,0.327,5.69886433773247e-86
Adgrg1,2.37932663557127e-90,-1.36042769167421,0.119,0.532,7.89389197883479e-86
Nop10,2.49677046642671e-90,1.15834543366383,0.893,0.315,8.28353537646391e-86
Sdc4,4.57360370370167e-90,-1.33840283613821,0.943,0.975,1.5173845007771e-85
Trim9,4.8768984694655e-90,-1.81539505462653,0.294,0.694,1.61800860521457e-85
Rora,5.31489555246376e-90,-1.53234088355339,0.147,0.559,1.7633228974409e-85
Samd9l,9.18081056489302e-90,-1.46016754639514,0.041,0.399,3.04591752111456e-85
Cdh20,3.13651576585719e-89,-0.688634964570385,0.001,0.284,1.04060183563844e-84
B9d1,3.66269350942531e-89,0.97829096894788,0.713,0.104,1.21517182562203e-84
Pbxip1,6.64791309299589e-88,-1.5153513784756,0.343,0.714,2.20557812686325e-83
Cdk2ap2,8.04731027469223e-88,0.998574001586777,0.715,0.119,2.66985612983464e-83
Plce1,9.61949424856677e-88,-1.85567945343694,0.293,0.669,3.191459606847e-83
Cetn2,1.19925686533112e-87,0.972605897891603,0.739,0.133,3.97877450210905e-83
Sfr1,4.64603322818812e-87,1.0230783410046,0.913,0.444,1.54141444411597e-82
Gar1,5.52853519275757e-87,0.975617316082734,0.765,0.164,1.83420212090118e-82
Erh,1.15495462036448e-86,1.25633370699175,0.829,0.245,3.83179294398325e-82
Anp32a,2.1645440470299e-86,1.14337241829533,0.89,0.354,7.1813077848311e-82
Qk,2.29608637688383e-86,-1.51463205752357,0.663,0.836,7.61772577258747e-82
Sc5d,5.42641269096413e-86,-1.47042737988395,0.215,0.61,1.80032093848117e-81
Npas3,6.03765577629432e-86,-1.42569292389051,0.153,0.559,2.00311305690117e-81
Syt2,1.45190300088385e-85,-0.759878144756764,0.003,0.282,4.81697858603233e-81
Epas1,1.76453050862108e-85,-1.02994148468163,0.064,0.432,5.85418286845215e-81
Cfap45,1.80914588129272e-85,0.987636336089675,0.569,0.009,6.00220329036487e-81
Wdr89,2.37052783530846e-85,1.36804904927874,0.739,0.155,7.86470019920287e-81
Ifi44,2.40609245616588e-85,-1.10137604472872,0.019,0.333,7.98269294182155e-81
Tcim,3.5543743826421e-85,1.32030399791163,0.594,0.034,1.17923478892917e-80
Cpq,4.67469916761285e-85,-1.08366908088611,0.084,0.466,1.55092494283892e-80
Eml2,7.78446191676195e-85,0.978794901226043,0.601,0.036,2.58265093012411e-80
Hr,1.2993960062818e-84,-0.907095206664302,0.021,0.336,4.31100613004113e-80
S100a4,2.50114699355404e-84,1.79413087768669,0.611,0.052,8.29805538051423e-80
Fgl2,3.67775230206878e-84,1.25065814556576,0.652,0.095,1.22016788125736e-79
Mia,4.4810197497851e-84,1.31774297673084,0.598,0.038,1.4866679223862e-79
Mlc1,5.10286973643899e-84,-1.42845486174022,0.519,0.788,1.69297909245836e-79
Rtp4,5.67937552785416e-84,-1.06144201513242,0.059,0.423,1.88424641887618e-79
Cetn3,7.02093053869395e-84,0.984749650078444,0.859,0.302,2.32933412482249e-79
Naca,7.21588205976919e-84,0.871023122434548,0.986,0.759,2.39401319096962e-79
Il17ra,9.07680370205067e-84,-1.1485204757406,0.08,0.457,3.01141116422935e-79
Hnrnpa3,1.38646498542945e-83,1.00209990892809,0.95,0.574,4.5998748821593e-79
Ybx1,1.75075193107269e-83,1.52153169535677,0.873,0.586,5.80846968171986e-79
Ntrk3,2.90794302971643e-83,-0.893589178945918,0.022,0.333,9.64768258969021e-79
Snrpd3,3.20157888757267e-83,0.992657563537885,0.941,0.455,1.06218782752998e-78
Arpc2,5.62968087170917e-83,0.966334426929308,0.932,0.453,1.86775922280695e-78
Mt1,1.15271189056935e-82,-1.34505472329191,0.999,1,3.82435223934194e-78
Dnajc8,1.37595870846842e-82,0.946569590800681,0.91,0.383,4.56501820708568e-78
Phlda1,1.74630191140532e-82,1.34096629391186,0.844,0.315,5.79370585146944e-78
Herc6,3.15925538433245e-82,-1.20070688263508,0.06,0.417,1.04814615885998e-77
H3f3a,3.53868609621682e-82,0.886100344905974,0.98,0.716,1.17402988614185e-77
Ntm,3.9048003260853e-82,-1.09697129003459,0.041,0.381,1.29549560418532e-77
Actn1,5.47296531372658e-82,1.19688688402259,0.742,0.185,1.81576570213507e-77
Ift57,5.69470899367807e-82,0.96135459042405,0.714,0.151,1.88933360283257e-77
Nfasc,1.31553765628231e-81,-1.50880715923888,0.243,0.624,4.36455928224781e-77
Sfxn3,2.01736916377148e-81,0.876379380071977,0.614,0.052,6.69302567464465e-77
Akr1b3,2.18844654005524e-81,0.961418612224931,0.75,0.18,7.26060908594127e-77
Cd55,2.64017022395167e-81,0.970592940054805,0.55,0.011,8.75929275200447e-77
Acsl6,3.52872702843049e-81,-1.50725740296353,0.278,0.649,1.17072576622238e-76
Csrp2,4.13929751015309e-81,0.921560587434559,0.542,0.005,1.37329473494349e-76
Map1b,5.96606961735948e-81,0.863339666849193,0.824,0.234,1.97936291695135e-76
S100a1,8.42534217876917e-81,-1.4715651945996,0.624,0.858,2.79527577465025e-76
Pgls,1.09275642569467e-80,0.957471393951963,0.809,0.252,3.6254379935272e-76
Cct5,1.23233943943075e-80,0.964194970500718,0.908,0.444,4.08853255819939e-76
Ctsd,1.32490623548936e-80,-1.28432621428805,0.702,0.847,4.39564141748306e-76
Hes1,2.15129039907607e-80,1.83660507345796,0.736,0.2,7.13733615701467e-76
Gm2000,4.09963722744929e-80,0.928267252357275,0.708,0.122,1.36013664295085e-75
Ctsf,6.31326665097694e-80,-0.781158743625803,0.034,0.358,2.09455247679462e-75
Ptprz1,6.60869649230494e-80,-1.49901633172347,0.412,0.721,2.19256723525201e-75
Smox,1.08079344778774e-79,-1.57521698630706,0.319,0.68,3.58574842172539e-75
Cnbp,2.4696800833563e-79,0.892079381419193,0.961,0.626,8.19365761255118e-75
Lmna,3.0673954395563e-79,1.10240182586151,0.904,0.462,1.01766978498159e-74
Cd302,3.28507209310286e-79,-1.26044054588167,0.114,0.498,1.08988836832874e-74
Sbno2,3.78856312473498e-79,-1.71337916215737,0.341,0.669,1.25693158789332e-74
Hspd1,4.11416409038367e-79,1.00237908807578,0.939,0.541,1.36495622026659e-74
Gbp6,4.79434628972385e-79,-1.0671724801681,0.013,0.295,1.59062026854168e-74
Mrfap1,4.88837496560907e-79,0.883257980123756,0.972,0.599,1.62181616234012e-74
Slc22a4,6.05270582920296e-79,-1.44119236379083,0.274,0.64,2.00810621295467e-74
H2-Q4,8.99175014712577e-79,-1.02365830145924,0.052,0.392,2.98319294631192e-74
Nnat,1.46585426925217e-78,1.22601060193576,0.87,0.313,4.86326470909792e-74
Slc3a2,1.85598710619359e-78,-1.46671054095763,0.837,0.851,6.15760842221846e-74
Lyar,2.56793681913727e-78,0.889778903235261,0.757,0.18,8.51964398485172e-74
Enho,5.79232846783886e-78,-1.2589816991898,0.119,0.493,1.9217208157749e-73
Polr2f,7.00367692040583e-78,0.915537450313567,0.939,0.491,2.32360989188304e-73
Elob,1.19712324577869e-77,0.81580084691097,0.993,0.815,3.97169579251997e-73
Galk1,2.31326354138444e-77,0.852737732465343,0.609,0.061,7.67471445125116e-73
Trim12a,3.5220064383075e-77,-0.983179052488631,0.032,0.345,1.16849607603728e-72
Abhd14a,3.9038037465464e-77,0.860034279559901,0.7,0.142,1.2951649689917e-72
Adcyap1r1,4.42489839580778e-77,-0.680093717869115,0.009,0.277,1.46804854077715e-72
Lcat,6.33312284537662e-77,-0.937653162042542,0.032,0.342,2.1011401664106e-72
Gbp2,7.22984842426925e-77,-2.63515275144735,0.282,0.642,2.39864681171981e-72
Grk3,8.26787351458962e-77,-0.854756059227338,0.013,0.288,2.7430323959354e-72
Pdap1,9.14778011667522e-77,0.969477150604091,0.889,0.387,3.03495900930934e-72
Myl12a,1.12683432113298e-76,0.966940722434475,0.947,0.498,3.7384982272229e-72
Elovl5,1.34358050150101e-76,-1.38699095229558,0.233,0.599,4.45759702982989e-72
Glul,1.50292784249371e-76,-1.63103134700675,0.577,0.777,4.98626370304138e-72
mt-Cytb,1.68885364046587e-76,-0.745272601194658,0.998,1,5.60310972297362e-72
Sez6l,2.29329987687518e-76,-1.32374886525778,0.032,0.338,7.60848100150879e-72
Rida,3.35365192623661e-76,-1.14272646823501,0.123,0.502,1.11264109956752e-71
Ywhae,3.76057026691765e-76,0.70925782844941,0.991,0.824,1.24764439745527e-71
Ddah1,5.64805228995805e-76,-1.40154022370188,0.343,0.682,1.87385430823938e-71
Brinp3,6.53625946116627e-76,-0.613372669061969,0.003,0.252,2.16853480143113e-71
AW047730,8.28347680588879e-76,-0.745622864592092,0.007,0.266,2.74820909988972e-71
Dhcr24,9.6239873556332e-76,-1.31729003767893,0.14,0.509,3.19295028497843e-71
Sorbs2,1.33257503816643e-75,0.962267819078201,0.63,0.086,4.42108420412476e-71
Ttc9,1.4522816597287e-75,1.08747820914592,0.582,0.056,4.81823486248191e-71
Ank2,2.01447595100386e-75,-1.60086055082983,0.449,0.721,6.68342686264549e-71
Eif3k,2.61560208215002e-75,0.883578170813912,0.883,0.367,8.67778302794912e-71
Myof,2.80714106075013e-75,1.00726525155496,0.537,0.02,9.3132518972507e-71
Pifo,3.27371203660955e-75,0.905598667877298,0.518,0.007,1.08611944238595e-70
Luzp2,3.53325799597184e-75,-1.10820840126835,0.085,0.437,1.17222900532358e-70
Spop,5.23559803258717e-75,0.956487735429916,0.823,0.315,1.73701435927145e-70
Cops7a,5.30193153575671e-75,0.867803296124905,0.792,0.234,1.759021825618e-70
Eif1,6.4456298890531e-75,0.724638746490401,0.998,0.973,2.13846662829115e-70
Fkbp3,9.87632136212378e-75,0.933724177106316,0.905,0.426,3.27666713831181e-70
Cdh19,1.17811165633448e-74,-0.641417019759498,0.005,0.257,3.90862104222089e-70
Cadm4,1.27719124635964e-74,-1.25735217812184,0.261,0.622,4.23733739804737e-70
Parp14,1.67049985934994e-74,-1.01499858636449,0.016,0.291,5.54221738336529e-70
Tspan15,1.85618384238062e-74,0.988974527496133,0.721,0.178,6.1582611338662e-70
Eef2,1.96653922740029e-74,0.765178924062145,0.989,0.8,6.52438719474595e-70
Pdcl3,3.30332708624177e-74,0.913578325475961,0.702,0.162,1.09594482740243e-69
Rapgef3,3.40494545968222e-74,-1.08285466160883,0.05,0.372,1.12965875515877e-69
Ruvbl1,3.81912137194156e-74,0.840799372059387,0.696,0.149,1.26706989756905e-69
Pole4,4.70524946085341e-74,0.878232553400145,0.727,0.167,1.56106061362733e-69
Tspo,4.9744340410667e-74,0.881257096750933,0.972,0.59,1.6503679818047e-69
Itpkb,6.07489271687878e-74,-1.29673378959922,0.6,0.82,2.01546715667887e-69
Naa50,1.36515084354497e-73,0.893247948269429,0.795,0.252,4.52916095362916e-69
Fut9,2.60469896988532e-73,-0.780499689049912,0.017,0.293,8.64160977238853e-69
Cpeb4,2.73477273433685e-73,-1.34507667632599,0.171,0.534,9.07315550070937e-69
Siva1,2.91712798503118e-73,0.823771276947713,0.547,0.038,9.67815551593794e-69
Slc25a18,4.22749742651934e-73,-1.11510061686426,0.099,0.455,1.40255682119632e-68
Eif1ax,6.22842441020704e-73,0.860371857956368,0.874,0.399,2.06640436657439e-68
Sel1l3,6.92816248000189e-73,-0.698428140356541,0.006,0.255,2.29855646599023e-68
Gm20559,8.00705041813389e-73,-0.650655982689375,0.007,0.257,2.65649911722428e-68
Cdh10,8.41974407283661e-73,-0.661371637103642,0.006,0.255,2.793418491045e-68
A2m,9.85232747523443e-73,-1.46800927311332,0.052,0.372,3.26870668645853e-68
Fdft1,1.34616445389119e-72,-1.49955306270869,0.399,0.691,4.46616980867481e-68
Car14,1.63779763650787e-72,-0.636872006932292,0.004,0.245,5.43372121864214e-68
mt-Atp6,2.51420146610051e-72,-0.754799527598468,0.998,1,8.34136620408165e-68
Crym,3.57270556968195e-72,1.16351304090329,0.625,0.097,1.18531652685338e-67
Plec,4.0832544832179e-72,1.2879780886634,0.814,0.354,1.3547013398972e-67
Ifit3b,8.14073935451458e-72,-0.818009410106723,0.011,0.27,2.7008530956473e-67
Uba52,1.06866127483469e-71,0.827185081849804,0.77,0.239,3.54549751151905e-67
Olig2,1.12334107426345e-71,-0.792651708981536,0.005,0.248,3.72690868208386e-67
Ivns1abp,1.7164768648648e-71,0.849409647295679,0.708,0.173,5.69475529456193e-67
Ctxn1,1.84517641949381e-71,0.850295117792491,0.641,0.108,6.12174180695462e-67
Snrpb,2.17269860027411e-71,0.830583331982918,0.939,0.547,7.20836214612942e-67
Klf4,2.34668128108152e-71,1.32131285487126,0.585,0.077,7.78558448624415e-67
Ly6h,2.65723460476505e-71,1.04778626999628,0.525,0.027,8.81590724822901e-67
Gna13,2.8694506585752e-71,-1.60266036378839,0.371,0.671,9.51997644995492e-67
Cct3,2.9672831648404e-71,0.880230176830091,0.938,0.588,9.84455535599101e-67
Eif3g,3.61412126051026e-71,0.878816885928269,0.87,0.378,1.19905701059949e-66
Marcksl1,3.94258831948715e-71,0.996305697345091,0.727,0.187,1.30803252675625e-66
Ddhd1,4.73396669878026e-71,-1.29518106402335,0.154,0.511,1.57058813165433e-66
Lgi1,7.03233105366432e-71,-1.11885766333463,0.062,0.385,2.33311647367421e-66
Mettl1,7.87720767921303e-71,0.836361957671535,0.766,0.241,2.61342119173251e-66
Ruvbl2,8.38792415066061e-71,0.822806095319579,0.631,0.106,2.78286159546467e-66
Ednrb,1.23852204023569e-70,-1.39502739030512,0.477,0.745,4.10904457288994e-66
Mea1,1.27187807100296e-70,0.816478954409423,0.732,0.18,4.21970987616653e-66
Ppp1ca,1.79640382804115e-70,0.870052408877966,0.898,0.401,5.95992898029211e-66
Stub1,2.17832579699843e-70,0.829865616941996,0.854,0.338,7.2270314967017e-66
Snrpe,2.62844364338028e-70,0.859896807898529,0.927,0.457,8.72038747564277e-66
Nrxn3,3.41736164028718e-70,-0.673731784193088,0.01,0.259,1.13377807139808e-65
Gm17018,3.65050055015994e-70,0.776909476183279,0.725,0.176,1.21112656752656e-65
Trnau1ap,3.91650999556912e-70,0.794051859727501,0.72,0.196,1.29938052122997e-65
Cep85l,8.44304933109815e-70,-1.01007767008344,0.062,0.381,2.80115047657843e-65
2410004P03Rik,8.97233634892608e-70,0.883923115937004,0.489,0.007,2.97675203048321e-65
Anxa7,1.0321931500079e-69,0.989128182098114,0.876,0.423,3.42450721378121e-65
Slc38a3,1.08432191018069e-69,-0.897910050739163,0.024,0.3,3.59745480140649e-65
Xist,1.56288493180018e-69,-1.33554150025453,0.945,0.885,5.18518333823344e-65
Nenf,1.61431565801918e-69,1.02054309250685,0.763,0.293,5.35581505861022e-65
Anapc5,1.89010015738189e-69,0.805311245616782,0.757,0.216,6.27078529214588e-65
Ccdc34,1.89014467398889e-69,0.889323718448333,0.627,0.106,6.27093298489293e-65
Myl12b,2.49414603511386e-69,0.784030320657396,0.748,0.209,8.27482830069725e-65
Fxyd5,3.79431008964101e-69,1.25071549148422,0.597,0.095,1.2588382584402e-64
Ahnak,4.85000250962372e-69,1.34280785326952,0.781,0.291,1.60908533261786e-64
Stip1,5.45690523001993e-69,0.785833532768075,0.723,0.194,1.81043744816371e-64
mt-Nd5,5.72908483980415e-69,-1.55952935465107,0.895,0.91,1.90073847730182e-64
Nradd,5.9840051405174e-69,0.804862619860836,0.563,0.056,1.98531338546946e-64
Tbca,6.30066455534653e-69,0.810315202330369,0.944,0.489,2.09037147952732e-64
Sem1,6.8439194414676e-69,0.799062093242213,0.976,0.685,2.27060715309571e-64
Pfdn2,1.03007529294504e-68,0.845212633009904,0.898,0.435,3.41748079940377e-64
Hspbp1,1.23765586346708e-68,0.746855007734271,0.628,0.11,4.10617085822473e-64
Fgf2,1.40839382418103e-68,-1.0727629415928,0.083,0.414,4.67262819048541e-64
Naa38,1.52182896907052e-68,0.838450917305233,0.597,0.077,5.04897197068526e-64
Fgf1,2.66075802394468e-68,-0.722437754795247,0.014,0.266,8.82759689604126e-64
Gpam,3.27520403685964e-68,-1.02102994183945,0.047,0.347,1.08661444330892e-63
Lrp1b,3.92076718561657e-68,-0.686035064382963,0.008,0.245,1.30079292917201e-63
Lgi4,4.56450750455487e-68,-0.936487201417385,0.029,0.309,1.51436665478617e-63
Anp32b,5.89291382547843e-68,1.08353617211599,0.827,0.457,1.95509201987898e-63
Wfs1,6.8261308133249e-68,-1.24133057705584,0.146,0.493,2.2647054199368e-63
Ctsh,8.71829166083832e-68,0.766432243563336,0.552,0.052,2.89246762431633e-63
